Input,Time
1677,18.212
1678,16.302
1679,17.676
1680,22.273
1681,20.292
1682,17.913
1683,21.689
1684,23.849
1685,17.849
1686,16.682
1687,18.45
1688,19.138
1689,20.17
1690,17.056
1691,19.09
1692,15.817
1693,17.656
1694,18.069
1695,16.14
1696,21.629
1697,16.153
1698,17.924
1699,19.574
1700,17.22
1701,20.657
1702,16.578
1703,21.171
1704,18.04
1705,16.632
1706,17.711
1707,17.903
1708,19.299
1709,19.196
1710,24.968
1711,16.862
1712,15.556
1713,44.834
1714,28.981
1715,17.593
1716,18.749
1717,19.285
1718,20.437
1719,21.712
1720,28.359
1721,19.2
1722,19.327
1723,17.791
1724,18.342
1725,18.035
1726,17.7
1727,19.928
1728,18.055
1729,20.488
1730,23.99
1731,29.657
1732,20.426
1733,26.593
1734,24.8
1735,21.854
1736,20.395
1737,18.499
1738,21.744
1739,17.77
1740,19.767
1741,22.193
1742,19.554
1743,19.884
1744,21.952
1745,17.9
1746,17.424
1747,21.595
1748,18.368
1749,18.787
1750,23.123
1751,17.067
1752,18.847
1753,17.137
1754,16.934
1755,16.252
1756,16.984
1757,17.668
1758,19.177
1759,19.126
1760,16.259
1761,18.02
1762,15.844
1763,17.376
1764,17.371
1765,18.11
1766,15.774
1767,17.955
1768,17.824
1769,19.89
1770,17.486
1771,17.066
1772,22.808
1773,18.759
1774,19.132
1775,19.495
1776,20.428
1777,17.729
1778,18.523
1779,24.956
1780,25.915
1781,22.904
1782,20.771
1783,17.401
1784,22.422
1785,19.274
1786,18.3
1787,18.591
1788,19.663
1789,16.826
1790,19.892
1791,16.98
1792,17.628
1793,19.755
1794,28.447
1795,22.136
1796,19.681
1797,17.179
1798,17.415
1799,18.672
1800,18.958
1801,17.496
1802,24.006
1803,18.294
1804,21.59
1805,20.693
1806,20.271
1807,18.327
1808,17.503
1809,21.557
1810,21.556
1811,17.772
1812,20.029
1813,20.77
1814,21.729
1815,18.804
1816,20.653
1817,17.917
1818,17.697
1819,19.337
1820,18.139
1821,17.796
1822,18.032
1823,18.915
1824,21.141
1825,17.824
1826,18.746
1827,40.83
1828,21.712
1829,20.196
1830,18.956
1831,21.486
1832,20.029
1833,21.901
1834,20.56
1835,19.358
1836,20.127
1837,18.814
1838,21.316
1839,18.276
1840,19.379
1841,18.878
1842,21.635
1843,18.715
1844,22.046
1845,22.532
1846,20.393
1847,18.949
1848,18.822
1849,22.453
1850,18.564
1851,22.55
1852,21.566
1853,19.293
1854,18.71
1855,20.124
1856,19.636
1857,20.001
1858,17.898
1859,26.426
1860,19.813
1861,25.221
1862,22.473
1863,20.775
1864,20.299
1865,26.692
1866,21.03
1867,19.617
1868,20.16
1869,20.249
1870,19.499
1871,19.316
1872,21.55
1873,19.863
1874,20.668
1875,28.811
1876,21.204
1877,22.016
1878,21.003
1879,19.562
1880,19.088
1881,20.388
1882,19.17
1883,20.869
1884,21.445
1885,28.761
1886,19.584
1887,22.794
1888,19.043
1889,18.873
1890,23.431
1891,18.81
1892,23.011
1893,22.736
1894,18.344
1895,19.797
1896,22.51
1897,19.051
1898,19.673
1899,20.074
1900,18.696
1901,21.742
1902,20.304
1903,28.043
1904,20.734
1905,21.639
1906,21.011
1907,20.31
1908,23.145
1909,24.122
1910,23.547
1911,21.329
1912,20.473
1913,24.202
1914,19.492
1915,19.066
1916,22.269
1917,19.208
1918,26.353
1919,40.996
1920,30.471
1921,23.269
1922,21.163
1923,21.534
1924,19.178
1925,20.307
1926,20.652
1927,24.497
1928,19.325
1929,23.641
1930,32.65
1931,20.819
1932,24.481
1933,19.967
1934,24.704
1935,21.216
1936,20.029
1937,20.889
1938,19.973
1939,21.1
1940,23.161
1941,21.489
1942,19.953
1943,24.461
1944,19.79
1945,24.33
1946,19.591
1947,18.64
1948,20.884
1949,20.637
1950,20.52
1951,25.044
1952,18.06
1953,20.11
1954,22.405
1955,19.762
1956,19.345
1957,20.195
1958,19.868
1959,18.324
1960,22.092
1961,20.383
1962,23.702
1963,21.834
1964,35.995
1965,26.162
1966,18.789
1967,25.369
1968,19.528
1969,20.003
1970,21.407
1971,22.875
1972,21.217
1973,21.188
1974,25.052
1975,24.07
1976,26.199
1977,23.974
1978,20.452
1979,23.388
1980,21.866
1981,24.322
1982,21.143
1983,24.647
1984,21.75
1985,21.854
1986,21.659
1987,22.02
1988,23.193
1989,25.062
1990,23.422
1991,20.858
1992,23.723
1993,20.828
1994,24.243
1995,20.617
1996,22.349
1997,25.16
1998,22.803
1999,24.629
2000,21.672
2001,19.682
2002,21.102
2003,19.105
2004,19.813
2005,21.452
2006,20.314
2007,19.507
2008,23.239
2009,34.072
2010,25.179
2011,24.512
2012,20.452
2013,21.108
2014,23.126
2015,21.171
2016,21.015
2017,23.972
2018,20.221
2019,21.422
2020,22.537
2021,23.942
2022,31.828
2023,22.698
2024,21.062
2025,23.905
2026,21.3
2027,23.287
2028,19.713
2029,23.858
2030,20.175
2031,27.308
2032,21.229
2033,22.706
